dataset,model,method,joint_nll_mean,joint_nll_sd,joint_brier_mean,factorization_tv_mean,marginal_distortion_mean,n_folds
phishing,tabiclv2,j2_a_then_b,0.8434640392062331,0.10408580018464264,0.3999064475493178,0.07503317657983137,0.02855610515605258,5
phishing,tabiclv2,selective_core,0.8424318419434733,0.13004762501660677,0.3959956122997954,0.07503317657983137,0.025126934762568297,5
phishing,tabiclv2,soft_core_lambda_1,0.8452288463804546,0.11998168558196742,0.3990177331989532,0.07503317657983137,0.01814615989481938,5
phishing,tabpfn3,arithmetic,0.8324295661389796,0.10748786237809861,0.396061960386255,0.06414471412419068,0.022274755665439922,5
phishing,tabpfn3,geometric,0.83176628128442,0.10898906414559281,0.396228777015471,0.06414471412419068,0.02215782474478904,5
phishing,tabpfn3,hard_core,0.868479416664431,0.10797016972813415,0.40339194261562306,0.06414471412419068,2.17277038603851e-13,5
phishing,tabpfn3,independent,0.9751445884724502,0.14515786356942173,0.4343699698639698,0.06414471412419068,2.816183379295576e-17,5
phishing,tabpfn3,j1_b_then_a,0.8366342018386316,0.11220778226773626,0.39693426440635143,0.06414471412419068,0.020216721881673762,5
phishing,tabpfn3,j2_a_then_b,0.8396134557306603,0.10420995134696126,0.3995714642393826,0.06414471412419068,0.02433278944920612,5
phishing,tabpfn3,selective_core,0.8360641036705774,0.11983203589608983,0.3961185349479224,0.06414471412419068,0.01927429478405156,5
phishing,tabpfn3,soft_core_lambda_1,0.8402844283906001,0.10837467294470986,0.3979405929400601,0.06414471412419068,0.01481652683467428,5
wine,catboost,arithmetic,1.2838190934293379,0.059859240843814374,0.6117459941015496,0.08339518213137323,0.017098582562743,5
wine,catboost,geometric,1.280046783251517,0.06086446095716676,0.6107338000265216,0.08339518213137323,0.017591113335188042,5
wine,catboost,hard_core,1.2875436599063073,0.06159831042783297,0.6126692205294588,0.08339518213137323,3.98151496039216e-14,5
wine,catboost,independent,1.3097316642718215,0.06073336345724764,0.6186894136666629,0.08339518213137323,4.0681298390729537e-17,5
wine,catboost,j1_b_then_a,1.2687946740163405,0.06065471780090043,0.6094370673940894,0.08339518213137323,0.02915349273468054,5
wine,catboost,j2_a_then_b,1.3076789332481726,0.06215848870293121,0.6175430500737831,0.08339518213137323,0.005043672390805521,5
wine,catboost,selective_core,1.2685540930354597,0.060746030084579135,0.6088712000703148,0.08339518213137323,0.0247661567403067,5
wine,catboost,soft_core_lambda_1,1.2830994428004925,0.06130009749427751,0.6113574417206484,0.08339518213137323,0.00889005059862784,5
wine,tabiclv2,arithmetic,1.1015082503207088,0.06679016027172978,0.5690839330907002,0.05585487387398862,0.01446345206919358,5
wine,tabiclv2,geometric,1.1016368480729088,0.0666292401410245,0.5690459713438157,0.05585487387398862,0.014386795980964939,5
wine,tabiclv2,hard_core,1.1121931928562614,0.06602461303756806,0.5727273629819548,0.05585487387398862,1.6282111202467868e-13,5
wine,tabiclv2,independent,1.1357884212273108,0.07045885632056138,0.5735420326150944,0.05585487387398862,3.0612610302092156e-17,5
wine,tabiclv2,j1_b_then_a,1.0987250800133452,0.06626501481592681,0.5686626715771783,0.05585487387398862,0.027488638166104817,5
wine,tabiclv2,j2_a_then_b,1.1142167959448463,0.06827855942343825,0.5725724388039579,0.05585487387398862,0.00143826597228238,5
wine,tabiclv2,selective_core,1.1044702273843,0.058563508415553224,0.5704777018893175,0.05585487387398862,0.0173199821276828,5
wine,tabiclv2,soft_core_lambda_1,1.1051739580163116,0.06682994243256163,0.5704360865998238,0.05585487387398862,0.00746516149896964,5
wine,tabpfn3,arithmetic,1.0938445696426513,0.06469255503124752,0.5606680817108545,0.03579913238714108,0.00943161412460294,5
wine,tabpfn3,geometric,1.0945355708255793,0.06803951325378318,0.560401095308743,0.03579913238714108,0.0093015709942702,5
wine,tabpfn3,hard_core,1.1030339603122368,0.0668606374890645,0.5614135838944633,0.03579913238714108,1.8105555425408444e-13,5
wine,tabpfn3,independent,1.119975634344413,0.0795478631621617,0.5615085862377205,0.03579913238714108,3.091978564236107e-17,5
wine,tabpfn3,j1_b_then_a,1.0910662424248287,0.06276429309958544,0.5618172901490011,0.03579913238714108,0.0177167066802608,5
wine,tabpfn3,j2_a_then_b,1.1041878870228548,0.0738772722977934,0.5611775977856688,0.03579913238714108,0.00114652156894508,5
wine,tabpfn3,selective_core,1.0942685752895156,0.07069981292762242,0.5601785526363785,0.03579913238714108,0.00888777797718846,5
wine,tabpfn3,soft_core_lambda_1,1.0968122752114835,0.06811477225561928,0.5605863779005003,0.03579913238714108,0.00494975265798002,5
